FILE_ID	SENTENCE	GENE	PHENOTYPE	GENE_ID	PHENOTYPE_ID	GENE_START_POSITION	GENE_END_POSITION	PHENOTYPE_START_POSITION	PHENOTYPE_END_POSITION	RELATION
30396386	<i>Results:</i> The number of positive cells of TAZ and YAP in malignant melanoma tumor tissues was significantly higher than that in melanocytic nevi tissues, and the expression of both proteins was positively correlated with malignant melanoma (r = 0.687, P &lt;0.01); TAZ and YAP protein expression in malignant melanoma tissue was significantly correlated with tumor thickness, invasive depth grade, lymph node metastasis and TNM stages (P &lt;0.05), and increased with TNM staging.	TAZ	malignant melanoma	25937	HP_0002861	48	51	63	81	False
30396386	<i>Results:</i> The number of positive cells of TAZ and YAP in malignant melanoma tumor tissues was significantly higher than that in melanocytic nevi tissues, and the expression of both proteins was positively correlated with malignant melanoma (r = 0.687, P &lt;0.01); TAZ and YAP protein expression in malignant melanoma tissue was significantly correlated with tumor thickness, invasive depth grade, lymph node metastasis and TNM stages (P &lt;0.05), and increased with TNM staging.	TNM	malignant melanoma	10178	HP_0002861	430	433	63	81	False
30396386	<i>Results:</i> The number of positive cells of TAZ and YAP in malignant melanoma tumor tissues was significantly higher than that in melanocytic nevi tissues, and the expression of both proteins was positively correlated with malignant melanoma (r = 0.687, P &lt;0.01); TAZ and YAP protein expression in malignant melanoma tissue was significantly correlated with tumor thickness, invasive depth grade, lymph node metastasis and TNM stages (P &lt;0.05), and increased with TNM staging.	YAP	tumor	55249	HP_0002664	56	59	82	87	False
30396386	<i>Results:</i> The number of positive cells of TAZ and YAP in malignant melanoma tumor tissues was significantly higher than that in melanocytic nevi tissues, and the expression of both proteins was positively correlated with malignant melanoma (r = 0.687, P &lt;0.01); TAZ and YAP protein expression in malignant melanoma tissue was significantly correlated with tumor thickness, invasive depth grade, lymph node metastasis and TNM stages (P &lt;0.05), and increased with TNM staging.	TAZ	tumor	25937	HP_0002664	48	51	82	87	False
30396386	<i>Results:</i> The number of positive cells of TAZ and YAP in malignant melanoma tumor tissues was significantly higher than that in melanocytic nevi tissues, and the expression of both proteins was positively correlated with malignant melanoma (r = 0.687, P &lt;0.01); TAZ and YAP protein expression in malignant melanoma tissue was significantly correlated with tumor thickness, invasive depth grade, lymph node metastasis and TNM stages (P &lt;0.05), and increased with TNM staging.	TNM	tumor	10178	HP_0002664	430	433	82	87	False
30396386	High expression of TAZ/YAP significantly reduced the postoperative survival rate in patients with malignant melanoma.	YAP	malignant melanoma	55249	HP_0002861	23	26	98	116	False
30396386	High expression of TAZ/YAP significantly reduced the postoperative survival rate in patients with malignant melanoma.	TAZ	malignant melanoma	25937	HP_0002861	19	22	98	116	False
30396386	<i>Conclusion:</i> TAZ/YAP is highly expressed in malignant melanoma tumor tissues.	YAP	malignant melanoma	55249	HP_0002861	23	26	50	68	False
30396386	<i>Conclusion:</i> TAZ/YAP is highly expressed in malignant melanoma tumor tissues.	TAZ	malignant melanoma	25937	HP_0002861	19	22	50	68	False
30396386	<i>Conclusion:</i> TAZ/YAP is highly expressed in malignant melanoma tumor tissues.	YAP	tumor	55249	HP_0002664	23	26	69	74	False
30396386	<i>Conclusion:</i> TAZ/YAP is highly expressed in malignant melanoma tumor tissues.	TAZ	tumor	25937	HP_0002664	19	22	69	74	False
30396386	The high expression of TAZ/YAP promotes the progression of malignant melanoma and affects the postoperative survival of patients	YAP	malignant melanoma	55249	HP_0002861	27	30	59	77	False
30396386	The high expression of TAZ/YAP promotes the progression of malignant melanoma and affects the postoperative survival of patients	TAZ	malignant melanoma	25937	HP_0002861	23	26	59	77	False
30021390	In this sense, evidence from both clinical and experimental studies indicates that EPO may reverse diabetic neuropathy through an antioxidant action by decreasing pro-inflammatory cytokines, restoring Na+/K+-ATPase activity, and blocking the generation of pro-apoptotic proteins.	EPO	neuropathy	8288	HP_0009830	83	86	108	118	False
28145425	p.(Arg320His) mutation in the KCNC1 gene in human 11p15.1 has recently been identified in patients with progressive myoclonus epilepsies, a group of rare inherited disorders manifesting with action myoclonus, myoclonic epilepsy, and ataxia.	KCNC1	myoclonus	3746	HP_0001336	30	35	116	125	True
28145425	p.(Arg320His) mutation in the KCNC1 gene in human 11p15.1 has recently been identified in patients with progressive myoclonus epilepsies, a group of rare inherited disorders manifesting with action myoclonus, myoclonic epilepsy, and ataxia.	KCNC1	epilepsies	3746	HP_0001250	30	35	126	136	True
28145425	p.(Arg320His) mutation in the KCNC1 gene in human 11p15.1 has recently been identified in patients with progressive myoclonus epilepsies, a group of rare inherited disorders manifesting with action myoclonus, myoclonic epilepsy, and ataxia.	KCNC1	epilepsy	3746	HP_0001250	30	35	219	227	True
28145425	p.(Arg320His) mutation in the KCNC1 gene in human 11p15.1 has recently been identified in patients with progressive myoclonus epilepsies, a group of rare inherited disorders manifesting with action myoclonus, myoclonic epilepsy, and ataxia.	KCNC1	ataxia	3746	HP_0001251	30	35	233	239	True
28145425	As previously observed in the mutant mouse carrying a disrupted KCNC1 gene, these findings reveal that individuals with a KCNC1 loss-of-function variant can present intellectual disability without seizure and epilepsy	KCNC1	intellectual disability	3746	HP_0001249	64	69	165	188	False
28145425	As previously observed in the mutant mouse carrying a disrupted KCNC1 gene, these findings reveal that individuals with a KCNC1 loss-of-function variant can present intellectual disability without seizure and epilepsy	KCNC1	seizure	3746	HP_0001250	64	69	197	204	True
24355597	Interestingly, REEP1 mutations have been linked to neurodegenerative disorders of upper and lower motor neurons, hereditary spastic paraplegia (HSP) and distal hereditary motor neuropathy type V (dHMN-V).	REEP1	spastic paraplegia	65055	HP_0001258	15	20	124	142	True
24355597	Interestingly, REEP1 mutations have been linked to neurodegenerative disorders of upper and lower motor neurons, hereditary spastic paraplegia (HSP) and distal hereditary motor neuropathy type V (dHMN-V).	type	spastic paraplegia	6445	HP_0001258	188	192	124	142	False
24355597	Interestingly, REEP1 mutations have been linked to neurodegenerative disorders of upper and lower motor neurons, hereditary spastic paraplegia (HSP) and distal hereditary motor neuropathy type V (dHMN-V).	REEP1	neuropathy	65055	HP_0009830	15	20	177	187	True
24355597	Interestingly, REEP1 mutations have been linked to neurodegenerative disorders of upper and lower motor neurons, hereditary spastic paraplegia (HSP) and distal hereditary motor neuropathy type V (dHMN-V).	type	neuropathy	6445	HP_0009830	188	192	177	187	False
30265712	The KSHV viral homolog of interleukin-6 gene (vIL-6) may play a significant role in tumor development and may serve as a new anti-cancer target, but its role in tumor formation is only partially understood.	vIL	cancer	7429	HP_0002664	46	49	130	136	False
30265712	The KSHV viral homolog of interleukin-6 gene (vIL-6) may play a significant role in tumor development and may serve as a new anti-cancer target, but its role in tumor formation is only partially understood.	vIL	tumor	7429	HP_0002664	46	49	84	89	False
30265712	Here, a novel animal model was used to study how vIL-6 affects tumor development.	vIL	tumor	7429	HP_0002664	49	52	63	68	False
30265712	Solid tumors developed and total tumor mass and the number of tumors were characterized.	mass	tumor	2200	HP_0002664	39	43	6	11	False
30265712	The vIL-6 gene had no significant impact on tumor mass, but significantly more tumors were detected when vIL-6 was present.	vIL	tumor	7429	HP_0002664	4	7	44	49	False
30265712	The vIL-6 gene had no significant impact on tumor mass, but significantly more tumors were detected when vIL-6 was present.	impact	tumor	55364	HP_0002664	34	40	44	49	False
30265712	The vIL-6 gene had no significant impact on tumor mass, but significantly more tumors were detected when vIL-6 was present.	mass	tumor	2200	HP_0002664	50	54	44	49	False
30265712	Significant differences in expression of B cell markers in cells from extracted tumors were detected based upon the presence of vIL-6.	vIL	tumor	7429	HP_0002664	128	131	80	85	False
30265712	B cell markers in tumor cells were also compared to the same cell type in culture, prior to xenotransplantation; B cell markers were mostly downregulated during tumor formation and these changes did not differ based upon the presence of vIL-6.	vIL	tumor	7429	HP_0002664	237	240	18	23	False
30265712	B cell markers in tumor cells were also compared to the same cell type in culture, prior to xenotransplantation; B cell markers were mostly downregulated during tumor formation and these changes did not differ based upon the presence of vIL-6.	type	tumor	6445	HP_0002664	66	70	18	23	False
30265712	These data indicate that vIL-6 plays a role in KSHV tumor formation in B cells in vivo.	vIL	tumor	7429	HP_0002664	25	28	52	57	False
29577047	The canonical Hippo tumor suppressor pathway in mammalian cells is primarily composed of the MST1/2-SAV1-LATS1/2-MOB1-YAP/TAZ cascade.	YAP	tumor	55249	HP_0002664	118	121	20	25	False
29278326	We recently found that DDHD2 is a principal triglyceride hydrolase in the central nervous system (CNS) and that genetic deletion of this enzyme in mice leads to ectopic lipid droplet (LD) accumulation in neurons throughout the brain.	DDHD2	central	23259	HP_0030645	23	28	74	81	False
29278326	We recently found that DDHD2 is a principal triglyceride hydrolase in the central nervous system (CNS) and that genetic deletion of this enzyme in mice leads to ectopic lipid droplet (LD) accumulation in neurons throughout the brain.	mice	central	23581	HP_0030645	147	151	74	81	False
29278326	We recently found that DDHD2 is a principal triglyceride hydrolase in the central nervous system (CNS) and that genetic deletion of this enzyme in mice leads to ectopic lipid droplet (LD) accumulation in neurons throughout the brain.	LD	central	7957	HP_0030645	184	186	74	81	False
28232668	We find evidence of genetic heterogeneity between the sub-phenotypes of NSOFC and among different populations.	find	heterogeneity	81501	HP_0001425	3	7	28	41	False
29101630	Biotin Thiamine responsive Basal Ganglia Disease (BTBGD) is a rare treatable autosomal recessive metabolic disorder caused by mutations in SLC19A3 gene.	SLC19A3	autosomal recessive	80704	HP_0000007	139	146	77	96	True
27899487	We compared the early transcriptome profile between DKD-resistant C57BL/6J and DKD-susceptible DBA/2J (D2) glomeruli and demonstrated a significant downregulation of essential mitochondrial genes in glomeruli from diabetic D2 mice, but not in C57BL/6J, with comparable hyperglycemia.	mice	hyperglycemia	23581	HP_0003074	226	230	269	282	False
27899487	Selective Ednra blockade or mitochondrial-targeted reactive oxygen species scavenging prevented mitochondrial oxidative stress of endothelial cells and ameliorated diabetes-induced endothelial injury, podocyte loss, albuminuria, and glomerulosclerosis.	Ednra	albuminuria	1909	HP_0012592	10	15	216	227	False
27899487	Our studies show that DKD susceptibility was linked to mitochondrial dysfunction, mediated largely by Edn1-Ednra in glomerular endothelial cells representing an early event in DKD progression, and suggest that cross talk between glomerular endothelial injury and podocytes leads to defects and depletion, albuminuria, and glomerulosclerosis	Ednra	albuminuria	1909	HP_0012592	107	112	305	316	False
27899487	Our studies show that DKD susceptibility was linked to mitochondrial dysfunction, mediated largely by Edn1-Ednra in glomerular endothelial cells representing an early event in DKD progression, and suggest that cross talk between glomerular endothelial injury and podocytes leads to defects and depletion, albuminuria, and glomerulosclerosis	Edn1	albuminuria	1906	HP_0012592	102	106	305	316	False
28940097	We also highlight NCKAP1 as another compelling candidate in a large family with autosomal dominant mild intellectual disability that fully segregates with a heterozygous truncating variant.	NCKAP1	intellectual disability	10787	HP_0001249	18	24	104	127	False
28768149	A variable-length poly-T variant in intron 6 of the TOMM40 gene, rs10524523, is associated with risk and age-of-onset of sporadic (late-onset) Alzheimer's disease.	TOMM40	sporadic	10452	HP_0003745	52	58	121	129	False
22744456	MESP2, HES7 and DUSP6 genes have been proved to be involved in the etiopathogenesis of congenital scoliosis (CS) in animal embryo studies, however, whether this association was detected in human CS patients also remains unknown.	HES7	scoliosis	84667	HP_0002650	7	11	98	107	True
22744456	MESP2, HES7 and DUSP6 genes have been proved to be involved in the etiopathogenesis of congenital scoliosis (CS) in animal embryo studies, however, whether this association was detected in human CS patients also remains unknown.	DUSP6	scoliosis	1848	HP_0002650	16	21	98	107	False
22744456	MESP2, HES7 and DUSP6 genes have been proved to be involved in the etiopathogenesis of congenital scoliosis (CS) in animal embryo studies, however, whether this association was detected in human CS patients also remains unknown.	MESP2	scoliosis	145873	HP_0002650	0	5	98	107	True
22744456	MESP2, HES7 and DUSP6 genes may not be involved in the etiopathogenesis of sporadic and non-syndromic CS in Chinese Han population	HES7	sporadic	84667	HP_0003745	7	11	75	83	False
22744456	MESP2, HES7 and DUSP6 genes may not be involved in the etiopathogenesis of sporadic and non-syndromic CS in Chinese Han population	DUSP6	sporadic	1848	HP_0003745	16	21	75	83	False
22744456	MESP2, HES7 and DUSP6 genes may not be involved in the etiopathogenesis of sporadic and non-syndromic CS in Chinese Han population	MESP2	sporadic	145873	HP_0003745	0	5	75	83	False
28760657	Mutations in the MID1 gene have been associated with the X-linked form of Opitz Syndrome, a developmental disorder characterized by midline defects and intellectual disability.	MID1	intellectual disability	4281	HP_0001249	17	21	152	175	False
28128203	Gain-of-function mutations in iRHOM2 underlie Tylosis with oesophageal cancer (TOC), characterized by palmoplantar thickening, upregulate K16 with robust downregulation of its type II keratin binding partner, K6.	iRHOM2	cancer	79651	HP_0002664	30	36	71	77	True
28128203	Gain-of-function mutations in iRHOM2 underlie Tylosis with oesophageal cancer (TOC), characterized by palmoplantar thickening, upregulate K16 with robust downregulation of its type II keratin binding partner, K6.	TOC	cancer	79651	HP_0002664	79	82	71	77	True
28128203	Gain-of-function mutations in iRHOM2 underlie Tylosis with oesophageal cancer (TOC), characterized by palmoplantar thickening, upregulate K16 with robust downregulation of its type II keratin binding partner, K6.	type	cancer	6445	HP_0002664	176	180	71	77	False
25482028	Smad4 has recently been identified as a tumor suppressor gene in a variety of cancers, yet the role of Smad4 in renal cell carcinoma (RCC) remained to be elusive.	Smad4	tumor	4089	HP_0002664	0	5	40	45	True
25482028	Smad4 has recently been identified as a tumor suppressor gene in a variety of cancers, yet the role of Smad4 in renal cell carcinoma (RCC) remained to be elusive.	RCC	tumor	7515	HP_0002664	134	137	40	45	False
25482028	Smad4 has recently been identified as a tumor suppressor gene in a variety of cancers, yet the role of Smad4 in renal cell carcinoma (RCC) remained to be elusive.	Smad4	renal cell carcinoma	4089	HP_0005584	0	5	112	132	False
25482028	Smad4 has recently been identified as a tumor suppressor gene in a variety of cancers, yet the role of Smad4 in renal cell carcinoma (RCC) remained to be elusive.	RCC	renal cell carcinoma	7515	HP_0005584	134	137	112	132	False
25482028	These results indicate that Smad4 acts as a tumor suppressor by activating FOXH1, and then suppressing the expression of estrogen receptor, in addition to tumor migration and invasion.	Smad4	tumor	4089	HP_0002664	28	33	44	49	True
25482028	These results indicate that Smad4 acts as a tumor suppressor by activating FOXH1, and then suppressing the expression of estrogen receptor, in addition to tumor migration and invasion.	FOXH1	tumor	8928	HP_0002664	75	80	44	49	True
30127791	Studies in humans with autosomal recessive CARD9 deficiency have indicated a highly specific role for this molecule in the activation of antifungal immune responses in the central nervous system, the oral mucosa, and the skin.	CARD9	autosomal recessive	64170	HP_0000007	43	48	23	42	True
30127791	Studies in humans with autosomal recessive CARD9 deficiency have indicated a highly specific role for this molecule in the activation of antifungal immune responses in the central nervous system, the oral mucosa, and the skin.	CARD9	central	64170	HP_0030645	43	48	172	179	False
30127791	Moreover, CARD9-dependent functions have recently been indicated to modulate the development of autoimmunity, inflammatory bowel diseases, and cancer.	CARD9	cancer	64170	HP_0002664	10	15	143	149	False
29469952	VLCFA-containing lipids accumulate in X-ALD patients, although the effect of ABCD1-deficiency on each lipid species in the central nervous system has not been fully characterized.	ALD	central	215	HP_0030645	40	43	123	130	False
29469952	VLCFA-containing lipids accumulate in X-ALD patients, although the effect of ABCD1-deficiency on each lipid species in the central nervous system has not been fully characterized.	ABCD1	central	215	HP_0030645	77	82	123	130	False
29295731	Tbx3, a member of the T-box family of transcription factors, contributes directly to tumor formation, migration, and invasion.	Tbx3	tumor	6926	HP_0002664	0	4	85	90	False
29295731	Tbx3 expression was positively associated with multiple tumor nodes, venous infiltration, and advanced TNM tumor stage.	Tbx3	tumor	6926	HP_0002664	0	4	56	61	False
29295731	Tbx3 expression was positively associated with multiple tumor nodes, venous infiltration, and advanced TNM tumor stage.	TNM	tumor	10178	HP_0002664	103	106	56	61	False
29084757	Defects of CIB2, calcium- and integrin-binding protein 2, have been reported to cause isolated deafness, DFNB48 and Usher syndrome type-IJ, characterized by congenital profound deafness, balance defects and blindness.	CIB2	deafness	10518	HP_0000365	11	15	95	103	True
29084757	Defects of CIB2, calcium- and integrin-binding protein 2, have been reported to cause isolated deafness, DFNB48 and Usher syndrome type-IJ, characterized by congenital profound deafness, balance defects and blindness.	DFNB48	deafness	10518	HP_0000365	105	111	95	103	True
29084757	Defects of CIB2, calcium- and integrin-binding protein 2, have been reported to cause isolated deafness, DFNB48 and Usher syndrome type-IJ, characterized by congenital profound deafness, balance defects and blindness.	CIB2	profound	10518	HP_0012829	11	15	168	176	False
29084757	Defects of CIB2, calcium- and integrin-binding protein 2, have been reported to cause isolated deafness, DFNB48 and Usher syndrome type-IJ, characterized by congenital profound deafness, balance defects and blindness.	DFNB48	profound	10518	HP_0012829	105	111	168	176	False
29084757	Defects of CIB2, calcium- and integrin-binding protein 2, have been reported to cause isolated deafness, DFNB48 and Usher syndrome type-IJ, characterized by congenital profound deafness, balance defects and blindness.	CIB2	blindness	10518	HP_0000618	11	15	207	216	False
29084757	Defects of CIB2, calcium- and integrin-binding protein 2, have been reported to cause isolated deafness, DFNB48 and Usher syndrome type-IJ, characterized by congenital profound deafness, balance defects and blindness.	DFNB48	blindness	10518	HP_0000618	105	111	207	216	False
29084757	We report here two new nonsense mutations (pGln12* and pTyr110*) in <i>CIB2</i> patients displaying nonsyndromic profound hearing loss, with no evidence of vestibular or retinal dysfunction.	CIB2	profound	10518	HP_0012829	71	75	113	121	False
29084757	We report here two new nonsense mutations (pGln12* and pTyr110*) in <i>CIB2</i> patients displaying nonsyndromic profound hearing loss, with no evidence of vestibular or retinal dysfunction.	CIB2	hearing loss	10518	HP_0000365	71	75	122	134	True
29084757	Also, the generated <i>CIB2</i><sup>-/-</sup> mice display an early onset profound deafness and have normal balance and retinal functions.	CIB2	deafness	10518	HP_0000365	23	27	83	91	True
29084757	Also, the generated <i>CIB2</i><sup>-/-</sup> mice display an early onset profound deafness and have normal balance and retinal functions.	mice	deafness	23581	HP_0000365	46	50	83	91	False
29084757	Also, the generated <i>CIB2</i><sup>-/-</sup> mice display an early onset profound deafness and have normal balance and retinal functions.	CIB2	profound	10518	HP_0012829	23	27	74	82	False
29084757	Also, the generated <i>CIB2</i><sup>-/-</sup> mice display an early onset profound deafness and have normal balance and retinal functions.	mice	profound	23581	HP_0012829	46	50	74	82	False
29084757	This essential role of CIB2 in mechanotransduction and cell survival that, we show, is restricted to the cochlea, probably accounts for the presence in <i>CIB2</i><sup>-/-</sup> mice and <i>CIB2</i> patients, unlike in Usher syndrome, of isolated hearing loss without balance and vision deficits	CIB2	hearing loss	10518	HP_0000365	23	27	247	259	True
29084757	This essential role of CIB2 in mechanotransduction and cell survival that, we show, is restricted to the cochlea, probably accounts for the presence in <i>CIB2</i><sup>-/-</sup> mice and <i>CIB2</i> patients, unlike in Usher syndrome, of isolated hearing loss without balance and vision deficits	mice	hearing loss	23581	HP_0000365	178	182	247	259	False
26841241	In a family with post-lingual progressive non-syndromic deafness, whole-exome sequencing of genomic DNA from five hearing-impaired relatives revealed a single variant, p.Gly488Glu (rs145970949:G&gt;A) in MYO3A, co-segregating with HL as an autosomal dominant trait.	MYO3A	deafness	53904	HP_0000365	204	209	56	64	True
30117805	Previously (Pappas et al., 2015;4:e08352), we reported that Dlx5/6-Cre mediated forebrain deletion of the DYT1 dystonia protein torsinA (Dlx-CKO) causes abnormal twisting and selective degeneration of dorsal striatal cholinergic interneurons (ChI) (Pappas et al., 2015).	DYT1	dystonia	1861	HP_0001332	106	110	111	119	True
30170380	Human bladder cancer (BCa) is one of the most commonly diagnosed malignancies worldwide.	BCa	cancer	29760	HP_0002664	22	25	14	20	True
30170380	An increasing number of studies suggest that long-noncoding RNAs (lncRNAs) play important roles in various biological processes and disease pathologies, including cancer.We analyzed the expression profiles of lncRNA, miRNA, and mRNA, along with the clinical information of BCa patients collected from the Cancer Genome Atlas database to identify lncRNA biomarkers for prognosis.	BCa	cancer	29760	HP_0002664	273	276	163	169	True
29730475	In functional assays performed with RNA knockdown, loss of STEAP3 attenuated aggressive phenotypes in glioma cells, including cell proliferation, invasion, and sphere formation in vitro and tumor growth in vivo.	STEAP3	tumor	55240	HP_0002664	59	65	190	195	False
29553832	Deficient transient receptor potential vanilloid type 4 function contributes to compromised [Ca<sup>2+</sup>]<sub>i</sub> homeostasis in human autosomal-dominant polycystic kidney disease cells	type	kidney disease	6445	HP_0000077	49	53	173	187	False
29478595	Heritability-based analyses are demonstrating strong links between migraine and other neuropsychiatric disorders and brain phenotypes, highlighting genetic links between migraine and major depressive disorder and attention-deficit hyperactivity disorder, among others.	light	hyperactivity	8740	HP_0000752	139	144	231	244	False
29174094	Tricho-hepato-enteric syndrome (SD/THE) and Multiple intestinal atresia with combined immune deficiency (MIA-CID) are autosomal recessive disorders that present immunological and gastrointestinal features.	MIA	intestinal atresia	8190	HP_0011100	105	108	53	71	False
29174094	Tricho-hepato-enteric syndrome (SD/THE) and Multiple intestinal atresia with combined immune deficiency (MIA-CID) are autosomal recessive disorders that present immunological and gastrointestinal features.	MIA	autosomal recessive	8190	HP_0000007	105	108	118	137	False
29174094	There are two different phenotypes of patients with TTC7A mutations: the severe form, caused by null mutations and leading to the classical MIA-CID; and the mild form, caused by missense mutations and leading to predominant features of VEO-IBD, less severe immunological involvement and hair abnormalities.	TTC7A	hair abnormalities	57217	HP_0001595	52	57	287	305	True
29174094	There are two different phenotypes of patients with TTC7A mutations: the severe form, caused by null mutations and leading to the classical MIA-CID; and the mild form, caused by missense mutations and leading to predominant features of VEO-IBD, less severe immunological involvement and hair abnormalities.	MIA	hair abnormalities	8190	HP_0001595	140	143	287	305	False
29174094	We expand the knowledge about TTC7A deficiency, describing a patient with the mild phenotype of TTC7A deficiency but presenting overlapping features of SD/THE and MIA-CID: intestinal atresia and inflammatory bowel disease evocative of MIA-CID, but also dental abnormalities, huge forehead, liver abnormalities, autoimmune thyroiditis and hypogammaglobulinemia, evocative of SD/THE	TTC7A	intestinal atresia	57217	HP_0011100	30	35	172	190	True
29174094	We expand the knowledge about TTC7A deficiency, describing a patient with the mild phenotype of TTC7A deficiency but presenting overlapping features of SD/THE and MIA-CID: intestinal atresia and inflammatory bowel disease evocative of MIA-CID, but also dental abnormalities, huge forehead, liver abnormalities, autoimmune thyroiditis and hypogammaglobulinemia, evocative of SD/THE	MIA	intestinal atresia	8190	HP_0011100	163	166	172	190	False
29174094	We expand the knowledge about TTC7A deficiency, describing a patient with the mild phenotype of TTC7A deficiency but presenting overlapping features of SD/THE and MIA-CID: intestinal atresia and inflammatory bowel disease evocative of MIA-CID, but also dental abnormalities, huge forehead, liver abnormalities, autoimmune thyroiditis and hypogammaglobulinemia, evocative of SD/THE	TTC7A	dental abnormalities	57217	HP_0000164	30	35	253	273	False
29174094	We expand the knowledge about TTC7A deficiency, describing a patient with the mild phenotype of TTC7A deficiency but presenting overlapping features of SD/THE and MIA-CID: intestinal atresia and inflammatory bowel disease evocative of MIA-CID, but also dental abnormalities, huge forehead, liver abnormalities, autoimmune thyroiditis and hypogammaglobulinemia, evocative of SD/THE	MIA	dental abnormalities	8190	HP_0000164	163	166	253	273	False
29174094	We expand the knowledge about TTC7A deficiency, describing a patient with the mild phenotype of TTC7A deficiency but presenting overlapping features of SD/THE and MIA-CID: intestinal atresia and inflammatory bowel disease evocative of MIA-CID, but also dental abnormalities, huge forehead, liver abnormalities, autoimmune thyroiditis and hypogammaglobulinemia, evocative of SD/THE	TTC7A	liver abnormalities	57217	HP_0001392	30	35	290	309	True
29174094	We expand the knowledge about TTC7A deficiency, describing a patient with the mild phenotype of TTC7A deficiency but presenting overlapping features of SD/THE and MIA-CID: intestinal atresia and inflammatory bowel disease evocative of MIA-CID, but also dental abnormalities, huge forehead, liver abnormalities, autoimmune thyroiditis and hypogammaglobulinemia, evocative of SD/THE	MIA	liver abnormalities	8190	HP_0001392	163	166	290	309	False
29174094	We expand the knowledge about TTC7A deficiency, describing a patient with the mild phenotype of TTC7A deficiency but presenting overlapping features of SD/THE and MIA-CID: intestinal atresia and inflammatory bowel disease evocative of MIA-CID, but also dental abnormalities, huge forehead, liver abnormalities, autoimmune thyroiditis and hypogammaglobulinemia, evocative of SD/THE	TTC7A	hypogammaglobulinemia	57217	HP_0004313	30	35	338	359	False
29174094	We expand the knowledge about TTC7A deficiency, describing a patient with the mild phenotype of TTC7A deficiency but presenting overlapping features of SD/THE and MIA-CID: intestinal atresia and inflammatory bowel disease evocative of MIA-CID, but also dental abnormalities, huge forehead, liver abnormalities, autoimmune thyroiditis and hypogammaglobulinemia, evocative of SD/THE	MIA	hypogammaglobulinemia	8190	HP_0004313	163	166	338	359	False
30469315	However, there is limited knowledge on the selenoprotein expression in colorectal adenoma (CRA) and colorectal cancer (CRC) patients, or the interaction with Se status levels.	CRA	cancer	51747	HP_0002664	91	94	111	117	False
30469315	<i>GPX2</i> and <i>TXNRD3</i> showed a higher expression and <i>GPX3</i>, <i>SELENOP</i>, <i>SELENOS</i>, and <i>SEPHS2</i> exhibited a lower expression in the disease tissue from adenomas and both cancer groups (<i>p</i>-values from 0.023 to &lt;0.001).	SELENOP	cancer	6414	HP_0002664	77	84	198	204	False
30469315	While there were no significant correlations with both Se status markers, <i>SELENOF</i>, <i>SELENOK</i>, and <i>TXNRD1</i> tumor tissue expression positively correlated with Se, while <i>TXNRD2</i> and <i>TXNRD3</i> negatively correlated with <i>SELENOP</i>.	SELENOP	tumor	6414	HP_0002664	247	254	124	129	False
27103084	In a recent study combining autozygome and exome analysis, a homozygous loss of function mutation in TENM3 (previously named ODZ3) was reported in two siblings with isolated bilateral colobomatous microphthalmia from a consanguineous Saudi family.	TENM3	microphthalmia	55714	HP_0000568	101	106	197	211	True
